name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Cotton Topi (Prayer Cap) Sacred,RAM-CR-029,Clothing & Religious Wear,209,269,271,"Hand-stitched pure cotton topi cap for men worn during puja, temple visits, and religious ceremonies.",Traditional prayer skull cap,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,21,ACTIVE,false
Silk Pattu / Veshti Royal,RAM-CR-030,Clothing & Religious Wear,779,989,38,Premium quality silk pattu veshti with golden border for South Indian temple visits and ceremonies.,South Indian silk garment,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,370,ACTIVE,false
Pure Cotton Dhoti Premium,RAM-CR-031,Clothing & Religious Wear,519,599,86,"Premium quality handloom pure cotton dhoti for temple visits, puja ceremonies, and religious occasions.",Traditional white cotton dhoti,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,291,ACTIVE,false
Silk Angavastram (Uttariya) Royal,RAM-CR-032,Clothing & Religious Wear,1169,1519,56,"Fine Kanchipuram silk angavastram with zari border for priests, devotees, and ceremonial occasions.",Pure silk shoulder cloth,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,114,ACTIVE,false
Devotee Kurta Pajama Set Classic,RAM-CR-033,Clothing & Religious Wear,1469,1939,24,Pure cotton kurta pajama set in traditional white/cream for temple visits and religious ceremonies.,Traditional kurta set for puja,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,464,ACTIVE,false
Silk Dupatta for Temple Visit Artisan,RAM-CR-034,Clothing & Religious Wear,1909,2509,36,Elegant pure silk dupatta with zari border for women's temple visits and religious ceremony head covering.,Pure silk head covering dupatta,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,112,ACTIVE,false
Pandit Ji Dhoti Kurta Set Artisan,RAM-CR-035,Clothing & Religious Wear,2289,2929,22,Premium quality pure cotton pandit dhoti kurta set with angavastram for priests and ceremony conductors.,Priest ceremonial white outfit,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,596,ACTIVE,false
Handloom Cotton Saree Temple Grade,RAM-CR-036,Clothing & Religious Wear,2899,3659,50,Handloom woven pure cotton saree with temple border design for regular temple visits and pooja.,Traditional cotton temple saree,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,305,ACTIVE,false
Gamcha / Puja Towel Handcrafted,RAM-CR-037,Clothing & Religious Wear,249,339,196,"Pure cotton gamcha (checkered towel) traditionally used during puja, holy dip, and temple ceremonies.",Traditional cotton temple towel,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,145,ACTIVE,false
Bhagwa (Saffron) Meditation Shawl Classic,RAM-CR-038,Clothing & Religious Wear,1389,1669,46,"Natural dye saffron bhagwa shawl for meditation, spiritual practice, and ashram retreats.",Saffron-dyed spiritual meditation wrap,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,156,ACTIVE,false
Cotton Topi (Prayer Cap) Handcrafted,RAM-CR-039,Clothing & Religious Wear,209,289,154,"Hand-stitched pure cotton topi cap for men worn during puja, temple visits, and religious ceremonies.",Traditional prayer skull cap,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,28,ACTIVE,false
Silk Pattu / Veshti Artisan,RAM-CR-040,Clothing & Religious Wear,879,989,15,Premium quality silk pattu veshti with golden border for South Indian temple visits and ceremonies.,South Indian silk garment,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,245,ACTIVE,false
Pure Cotton Dhoti Traditional,RAM-CR-041,Clothing & Religious Wear,339,459,47,"Premium quality handloom pure cotton dhoti for temple visits, puja ceremonies, and religious occasions.",Traditional white cotton dhoti,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,334,ACTIVE,false
Silk Angavastram (Uttariya) Temple Grade,RAM-CR-042,Clothing & Religious Wear,2769,3189,63,"Fine Kanchipuram silk angavastram with zari border for priests, devotees, and ceremonial occasions.",Pure silk shoulder cloth,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,187,ACTIVE,false
Devotee Kurta Pajama Set Deluxe,RAM-CR-043,Clothing & Religious Wear,519,669,27,Pure cotton kurta pajama set in traditional white/cream for temple visits and religious ceremonies.,Traditional kurta set for puja,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,438,ACTIVE,false
Silk Dupatta for Temple Visit Classic,RAM-CR-044,Clothing & Religious Wear,1899,2109,69,Elegant pure silk dupatta with zari border for women's temple visits and religious ceremony head covering.,Pure silk head covering dupatta,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,96,ACTIVE,false
Pandit Ji Dhoti Kurta Set Handcrafted,RAM-CR-045,Clothing & Religious Wear,609,739,47,Premium quality pure cotton pandit dhoti kurta set with angavastram for priests and ceremony conductors.,Priest ceremonial white outfit,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,371,ACTIVE,false
Handloom Cotton Saree Deluxe,RAM-CR-046,Clothing & Religious Wear,3129,3509,36,Handloom woven pure cotton saree with temple border design for regular temple visits and pooja.,Traditional cotton temple saree,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,248,ACTIVE,false
Gamcha / Puja Towel Sacred,RAM-CR-047,Clothing & Religious Wear,179,229,40,"Pure cotton gamcha (checkered towel) traditionally used during puja, holy dip, and temple ceremonies.",Traditional cotton temple towel,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,138,ACTIVE,false
Bhagwa (Saffron) Meditation Shawl Heritage,RAM-CR-048,Clothing & Religious Wear,279,379,50,"Natural dye saffron bhagwa shawl for meditation, spiritual practice, and ashram retreats.",Saffron-dyed spiritual meditation wrap,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,231,ACTIVE,false
Cotton Topi (Prayer Cap) Deluxe,RAM-CR-049,Clothing & Religious Wear,179,199,195,"Hand-stitched pure cotton topi cap for men worn during puja, temple visits, and religious ceremonies.",Traditional prayer skull cap,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,41,ACTIVE,false
Silk Pattu / Veshti Traditional,RAM-CR-050,Clothing & Religious Wear,2029,2499,28,Premium quality silk pattu veshti with golden border for South Indian temple visits and ceremonies.,South Indian silk garment,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,270,ACTIVE,false
Cotton Asan (Prayer Mat) Traditional,RAM-SA-001,Spiritual Accessories,769,909,54,Hand-woven pure cotton asan for seated meditation and puja. Traditional kushagrass-inspired weave pattern.,Pure cotton meditation seat mat,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,133,ACTIVE,true
Japa Mala Counter Bag Premium,RAM-SA-002,Spiritual Accessories,49,59,62,Handstitched japa bag (gomukhi) for concealed mala counting during mantra meditation. Keeps mala sacred.,Cloth bag for mala meditation,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,25,ACTIVE,true
Tilak Stamp Set Traditional,RAM-SA-003,Spiritual Accessories,69,89,112,Set of traditional wooden tilak stamps for applying perfect Vaishnav and Shaiva tilak marks with sandalwood paste.,Wooden tilak applicator stamps,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,26,ACTIVE,true
Wooden Meditation Bench Heritage,RAM-SA-004,Spiritual Accessories,519,619,15,Folding wooden meditation bench with angled seat for comfortable extended meditation and puja sessions.,Ergonomic prayer seating bench,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,1411,ACTIVE,false
Gomukhi Japa Bag Silk Royal,RAM-SA-005,Spiritual Accessories,349,439,58,Premium quality silk gomukhi bag with embroidered Om symbol for Rudraksha and sphatik mala jaap.,Premium silk meditation hand bag,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,35,ACTIVE,false
Chandan (Sandalwood) Paste Set Sacred,RAM-SA-006,Spiritual Accessories,299,399,68,Premium Mysore sandalwood paste set with stone slab (silbatta) for preparing fresh chandan for tilak.,Ready-made sandalwood tilak set,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,53,ACTIVE,false
Sacred Thread (Mauli) Roll Sacred,RAM-SA-007,Spiritual Accessories,39,59,309,Long roll of sacred mauli (kalawa) thread for tying on wrist during puja for divine protection.,Red and yellow protection thread,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,74,ACTIVE,false
Brass Pooja Ghanti (Small Bell) Royal,RAM-SA-008,Spiritual Accessories,319,409,86,Small brass puja ghanti with Om motif for daily aarti ringing. Produces clear and spiritually uplifting tone.,Handheld small brass prayer bell,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,174,ACTIVE,false
Deer Skin Meditation Mat Temple Grade,RAM-SA-009,Spiritual Accessories,949,1099,16,Ethically-sourced natural deer skin asan for advanced yogic meditation practice as prescribed in scriptures.,Traditional meditation asan,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,347,ACTIVE,false
Digital Japa Counter Machine Heritage,RAM-SA-010,Spiritual Accessories,139,169,39,Digital electronic japa counter with LCD display for accurate mantra counting during long meditation sessions.,Electronic mantra counting device,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,59,ACTIVE,false
Cotton Asan (Prayer Mat) Classic,RAM-SA-011,Spiritual Accessories,479,559,20,Hand-woven pure cotton asan for seated meditation and puja. Traditional kushagrass-inspired weave pattern.,Pure cotton meditation seat mat,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,366,ACTIVE,false
Japa Mala Counter Bag Temple Grade,RAM-SA-012,Spiritual Accessories,79,99,117,Handstitched japa bag (gomukhi) for concealed mala counting during mantra meditation. Keeps mala sacred.,Cloth bag for mala meditation,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,65,ACTIVE,false
Tilak Stamp Set Temple Grade,RAM-SA-013,Spiritual Accessories,259,309,168,Set of traditional wooden tilak stamps for applying perfect Vaishnav and Shaiva tilak marks with sandalwood paste.,Wooden tilak applicator stamps,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,60,ACTIVE,false
Wooden Meditation Bench Sacred,RAM-SA-014,Spiritual Accessories,1669,2119,25,Folding wooden meditation bench with angled seat for comfortable extended meditation and puja sessions.,Ergonomic prayer seating bench,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,656,ACTIVE,false
Gomukhi Japa Bag Silk Heritage,RAM-SA-015,Spiritual Accessories,329,419,50,Premium quality silk gomukhi bag with embroidered Om symbol for Rudraksha and sphatik mala jaap.,Premium silk meditation hand bag,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,33,ACTIVE,false
Chandan (Sandalwood) Paste Set Premium,RAM-SA-016,Spiritual Accessories,269,329,38,Premium Mysore sandalwood paste set with stone slab (silbatta) for preparing fresh chandan for tilak.,Ready-made sandalwood tilak set,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,113,ACTIVE,false
Sacred Thread (Mauli) Roll Heritage,RAM-SA-017,Spiritual Accessories,139,169,285,Long roll of sacred mauli (kalawa) thread for tying on wrist during puja for divine protection.,Red and yellow protection thread,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,32,ACTIVE,false
Brass Pooja Ghanti (Small Bell) Handcrafted,RAM-SA-018,Spiritual Accessories,309,419,100,Small brass puja ghanti with Om motif for daily aarti ringing. Produces clear and spiritually uplifting tone.,Handheld small brass prayer bell,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,53,ACTIVE,false
Deer Skin Meditation Mat Royal,RAM-SA-019,Spiritual Accessories,979,1109,13,Ethically-sourced natural deer skin asan for advanced yogic meditation practice as prescribed in scriptures.,Traditional meditation asan,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,380,ACTIVE,false
Digital Japa Counter Machine Sacred,RAM-SA-020,Spiritual Accessories,389,479,102,Digital electronic japa counter with LCD display for accurate mantra counting during long meditation sessions.,Electronic mantra counting device,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,61,ACTIVE,false
Cotton Asan (Prayer Mat) Artisan,RAM-SA-021,Spiritual Accessories,729,819,24,Hand-woven pure cotton asan for seated meditation and puja. Traditional kushagrass-inspired weave pattern.,Pure cotton meditation seat mat,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,481,ACTIVE,false
Japa Mala Counter Bag Artisan,RAM-SA-022,Spiritual Accessories,279,359,108,Handstitched japa bag (gomukhi) for concealed mala counting during mantra meditation. Keeps mala sacred.,Cloth bag for mala meditation,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,58,ACTIVE,false
Tilak Stamp Set Heritage,RAM-SA-023,Spiritual Accessories,69,99,161,Set of traditional wooden tilak stamps for applying perfect Vaishnav and Shaiva tilak marks with sandalwood paste.,Wooden tilak applicator stamps,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,48,ACTIVE,false
Wooden Meditation Bench Premium,RAM-SA-024,Spiritual Accessories,1269,1439,20,Folding wooden meditation bench with angled seat for comfortable extended meditation and puja sessions.,Ergonomic prayer seating bench,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,540,ACTIVE,false
Gomukhi Japa Bag Silk Premium,RAM-SA-025,Spiritual Accessories,99,129,42,Premium quality silk gomukhi bag with embroidered Om symbol for Rudraksha and sphatik mala jaap.,Premium silk meditation hand bag,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,28,ACTIVE,false
Chandan (Sandalwood) Paste Set Classic,RAM-SA-026,Spiritual Accessories,489,549,70,Premium Mysore sandalwood paste set with stone slab (silbatta) for preparing fresh chandan for tilak.,Ready-made sandalwood tilak set,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,251,ACTIVE,false
Sacred Thread (Mauli) Roll Traditional,RAM-SA-027,Spiritual Accessories,49,59,234,Long roll of sacred mauli (kalawa) thread for tying on wrist during puja for divine protection.,Red and yellow protection thread,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,49,ACTIVE,false
Brass Pooja Ghanti (Small Bell) Heritage,RAM-SA-028,Spiritual Accessories,339,459,32,Small brass puja ghanti with Om motif for daily aarti ringing. Produces clear and spiritually uplifting tone.,Handheld small brass prayer bell,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,193,ACTIVE,false
Deer Skin Meditation Mat Premium,RAM-SA-029,Spiritual Accessories,809,1019,6,Ethically-sourced natural deer skin asan for advanced yogic meditation practice as prescribed in scriptures.,Traditional meditation asan,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,551,ACTIVE,false
Digital Japa Counter Machine Temple Grade,RAM-SA-030,Spiritual Accessories,319,429,92,Digital electronic japa counter with LCD display for accurate mantra counting during long meditation sessions.,Electronic mantra counting device,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,47,ACTIVE,false
Cotton Asan (Prayer Mat) Temple Grade,RAM-SA-031,Spiritual Accessories,459,529,56,Hand-woven pure cotton asan for seated meditation and puja. Traditional kushagrass-inspired weave pattern.,Pure cotton meditation seat mat,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,132,ACTIVE,false
